idx	v_val	p_in	v_vec	time
939	0.12800303492555326	[0.08, 0.3599999999999999, 0.0]	"[1.47838827e-16 0.00000000e+00 0.00000000e+00 3.24320038e-16
 1.00000000e+00 0.00000000e+00 0.00000000e+00]"	4.9297168254852295
940	0.12821047042057815	[0.08, 0.3599999999999999, 0.01]	"[9.67157781e-17 0.00000000e+00 0.00000000e+00 1.30985405e-16
 1.00000000e+00 0.00000000e+00 0.00000000e+00]"	5.122786998748779
941	0.12833790591560307	[0.08, 0.3599999999999999, 0.02]	[0. 0. 0. 0. 1. 0. 0.]	5.491322994232178
942	0.12856353058698952	[0.08, 0.3699999999999999, 0.0]	"[1.41021259e-16 0.00000000e+00 0.00000000e+00 0.00000000e+00
 1.00000000e+00 0.00000000e+00 0.00000000e+00]"	5.002871036529541
943	0.12869096608201447	[0.08, 0.3699999999999999, 0.01]	"[3.12742482e-17 2.08540168e-17 0.00000000e+00 1.30502403e-16
 1.00000000e+00 0.00000000e+00 0.00000000e+00]"	5.018536806106567
944	0.12873840157703936	[0.08, 0.3699999999999999, 0.02]	[0. 0. 0. 0. 1. 0. 0.]	24.858688354492188
945	0.12904402624842576	[0.08, 0.3799999999999999, 0.0]	"[5.18376003e-17 1.15085091e-16 8.48683645e-17 6.70663211e-17
 1.00000000e+00 3.44181251e-17 0.00000000e+00]"	5.019358158111572
946	0.12909146174345032	[0.08, 0.3799999999999999, 0.01]	"[0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 1.00000000e+00 0.00000000e+00 5.28018258e-15]"	5.552064657211304
947	0.12905889723847555	[0.08, 0.3799999999999999, 0.02]	"[0.00000000e+00 0.00000000e+00 0.00000000e+00 1.51067439e-16
 1.00000000e+00 1.55204462e-17 2.91671778e-17]"	5.196556568145752
948	0.12944452190986203	[0.08, 0.3899999999999999, 0.0]	"[0.00000000e+00 1.79614358e-16 0.00000000e+00 0.00000000e+00
 1.00000000e+00 0.00000000e+00 0.00000000e+00]"	5.545279502868652
949	0.12941195740488692	[0.08, 0.3899999999999999, 0.01]	"[7.38535279e-17 0.00000000e+00 0.00000000e+00 4.24225334e-18
 1.00000000e+00 0.00000000e+00 3.79394889e-17]"	5.049502611160278
950	0.12929939289991182	[0.08, 0.3899999999999999, 0.02]	"[0.00000000e+00 6.85757225e-17 0.00000000e+00 0.00000000e+00
 1.00000000e+00 0.00000000e+00 0.00000000e+00]"	4.475489139556885
951	0.12976501757129835	[0.08, 0.3999999999999998, 0.0]	"[0.00000000e+00 8.29444626e-17 0.00000000e+00 2.09908144e-17
 1.00000000e+00 6.77147596e-17 1.10185491e-16]"	5.398677110671997
952	0.12965245306632325	[0.08, 0.3999999999999998, 0.01]	"[5.47605772e-17 0.00000000e+00 0.00000000e+00 3.57988354e-17
 1.00000000e+00 0.00000000e+00 1.00136955e-16]"	5.057931900024414
953	0.12945988856134802	[0.08, 0.3999999999999998, 0.02]	"[6.09363084e-17 5.48912471e-17 4.22206404e-17 5.62929097e-16
 1.00000000e+00 4.80480088e-17 9.37308930e-17]"	5.296702146530151
954	0.13000551323273454	[0.08, 0.4099999999999998, 0.0]	"[6.27975265e-17 4.59785403e-18 5.07600706e-17 0.00000000e+00
 1.00000000e+00 0.00000000e+00 1.65946560e-17]"	5.349232912063599
955	0.1298129487277575	[0.08, 0.4099999999999998, 0.01]	"[6.76303911e-17 6.68206557e-17 0.00000000e+00 1.56799633e-14
 1.00000000e+00 2.89429617e-18 1.26111663e-18]"	6.968418836593628
956	0.12954038422278433	[0.08, 0.4099999999999998, 0.02]	[0. 0. 0. 0. 1. 0. 0.]	8.202513694763184
957	0.13016600889417082	[0.08, 0.4199999999999998, 0.0]	"[4.93799490e-18 7.09138272e-18 1.58937532e-17 0.00000000e+00
 1.00000000e+00 0.00000000e+00 2.96661766e-17]"	5.153029441833496
958	0.12989344438919573	[0.08, 0.4199999999999998, 0.01]	"[0.00000000e+00 4.58561976e-17 0.00000000e+00 0.00000000e+00
 1.00000000e+00 0.00000000e+00 7.13063442e-17]"	5.016642093658447
959	0.12954087988422058	[0.08, 0.4199999999999998, 0.02]	"[0.00000000e+00 9.03106452e-17 5.14811349e-17 0.00000000e+00
 1.00000000e+00 8.02480328e-17 1.36333483e-16]"	4.560163259506226
960	0.13024650455560707	[0.08, 0.4299999999999998, 0.0]	"[0.00000000e+00 1.39788911e-16 7.17836674e-17 0.00000000e+00
 1.00000000e+00 7.74312984e-17 7.83955601e-17]"	5.077026605606079
961	0.12989394005063198	[0.08, 0.4299999999999998, 0.01]	"[6.82336336e-17 0.00000000e+00 0.00000000e+00 3.37109690e-16
 1.00000000e+00 0.00000000e+00 0.00000000e+00]"	5.099163293838501
962	0.1294613755456566	[0.08, 0.4299999999999998, 0.02]	"[1.91176594e-16 9.62897041e-17 7.00484915e-17 1.64405796e-15
 1.00000000e+00 7.75433860e-17 8.81964957e-16]"	5.172792673110962
963	0.13024700021704333	[0.08, 0.43999999999999984, 0.0]	"[1.32807630e-16 0.00000000e+00 5.25139826e-17 2.72947197e-16
 1.00000000e+00 0.00000000e+00 0.00000000e+00]"	5.721439838409424
964	0.12981443571206816	[0.08, 0.43999999999999984, 0.01]	"[2.09551988e-17 0.00000000e+00 0.00000000e+00 1.58208915e-16
 1.00000000e+00 0.00000000e+00 0.00000000e+00]"	5.012112379074097
965	0.12930187120709313	[0.08, 0.43999999999999984, 0.02]	"[0.00000000e+00 4.25987119e-17 6.86739572e-17 8.11355507e-17
 1.00000000e+00 9.88629425e-18 5.58033803e-17]"	4.549023866653442
966	0.13016749587847956	[0.08, 0.44999999999999984, 0.0]	"[5.63884448e-17 0.00000000e+00 5.57501834e-18 0.00000000e+00
 1.00000000e+00 0.00000000e+00 6.93910583e-17]"	4.957313060760498
967	0.12965493137350445	[0.08, 0.44999999999999984, 0.01]	"[4.51459951e-17 8.63042958e-17 5.66577322e-18 1.25249964e-16
 1.00000000e+00 3.75695382e-17 5.93257524e-17]"	4.533182859420776
968	0.12906236686852982	[0.08, 0.44999999999999984, 0.02]	"[3.63839983e-16 0.00000000e+00 0.00000000e+00 0.00000000e+00
 1.00000000e+00 0.00000000e+00 4.52188919e-16]"	5.061356544494629
969	0.1300079915399158	[0.08, 0.45999999999999985, 0.0]	"[3.56085866e-17 0.00000000e+00 0.00000000e+00 1.33787061e-16
 1.00000000e+00 0.00000000e+00 8.30627283e-17]"	5.0349202156066895
970	0.12941542703494072	[0.08, 0.45999999999999985, 0.01]	"[6.09282321e-17 0.00000000e+00 0.00000000e+00 1.42226570e-16
 1.00000000e+00 1.10679876e-18 0.00000000e+00]"	4.520831108093262
971	0.1287428625299656	[0.08, 0.45999999999999985, 0.02]	"[2.10352823e-17 7.00407525e-17 9.42588674e-18 0.00000000e+00
 1.00000000e+00 3.34494803e-17 2.68559746e-16]"	4.509993314743042
972	0.12976848720135203	[0.08, 0.46999999999999986, 0.0]	"[0.00000000e+00 0.00000000e+00 0.00000000e+00 4.86843751e-17
 1.00000000e+00 0.00000000e+00 2.10962469e-17]"	5.4478843212127686
973	0.129095922696377	[0.08, 0.46999999999999986, 0.01]	"[1.38169920e-16 0.00000000e+00 0.00000000e+00 3.64895793e-16
 1.00000000e+00 2.67168251e-17 0.00000000e+00]"	4.416961669921875
974	0.12834335819140189	[0.08, 0.46999999999999986, 0.02]	[0. 0. 0. 0. 1. 0. 0.]	4.757173776626587
975	0.1294489828627863	[0.08, 0.47999999999999976, 0.0]	"[5.05612416e-16 6.89722750e-16 3.98615996e-16 1.52581644e-14
 1.00000000e+00 6.32048817e-16 1.00275833e-15]"	5.528549432754517
976	0.12869641835781462	[0.08, 0.47999999999999976, 0.01]	"[2.61502719e-15 1.94310077e-16 1.72403779e-16 0.00000000e+00
 1.00000000e+00 8.65783172e-16 0.00000000e+00]"	5.112882137298584
977	0.12786385385281945	[0.08, 0.47999999999999976, 0.02]	"[0.00000000e+00 0.00000000e+00 0.00000000e+00 1.67669941e-13
 1.00000000e+00 0.00000000e+00 0.00000000e+00]"	5.17422080039978
978	0.12904947852423945	[0.08, 0.48999999999999977, 0.0]	[0. 0. 0. 0. 1. 0. 0.]	6.967008829116821
979	0.1282169140192495	[0.08, 0.48999999999999977, 0.01]	"[0.00000000e+00 0.00000000e+00 5.19333667e-17 0.00000000e+00
 1.00000000e+00 2.17506106e-17 6.01352878e-17]"	4.77208137512207
980	0.12730434951427433	[0.08, 0.48999999999999977, 0.02]	"[4.34942257e-17 0.00000000e+00 7.50760275e-17 1.43833486e-17
 1.00000000e+00 0.00000000e+00 0.00000000e+00]"	4.4213056564331055
981	0.12856997418566082	[0.08, 0.4999999999999998, 0.0]	"[1.07293583e-18 1.36736493e-17 0.00000000e+00 1.05885303e-16
 1.00000000e+00 0.00000000e+00 2.00861056e-17]"	5.184202671051025
982	0.12765740968068576	[0.08, 0.4999999999999998, 0.01]	"[4.19786373e-17 6.11531233e-17 4.40918819e-17 2.36740556e-17
 1.00000000e+00 3.61659732e-17 2.60404391e-17]"	4.390540361404419
983	0.12666484517571064	[0.08, 0.4999999999999998, 0.02]	"[4.46796893e-17 4.26867562e-17 0.00000000e+00 3.29003566e-17
 1.00000000e+00 4.37664946e-17 8.39156398e-17]"	4.563501358032227
984	0.08462813418297341	[0.09, 0.1, 0.0]	"[1.12627014e-01 0.00000000e+00 2.52029084e-16 0.00000000e+00
 8.87372986e-01 8.16547683e-17 0.00000000e+00]"	7.75694465637207
985	0.08627604682014374	[0.09, 0.1, 0.01]	"[1.20841125e-01 0.00000000e+00 0.00000000e+00 1.70183725e-16
 8.79158875e-01 0.00000000e+00 0.00000000e+00]"	9.059834241867065
986	0.08783677051578118	[0.09, 0.1, 0.02]	"[1.28440114e-01 0.00000000e+00 0.00000000e+00 0.00000000e+00
 8.71559886e-01 2.34665927e-17 0.00000000e+00]"	7.986833572387695
987	0.0878101804386821	[0.09, 0.11, 0.0]	"[9.93159104e-02 6.51847336e-18 0.00000000e+00 0.00000000e+00
 9.00684090e-01 0.00000000e+00 1.03971458e-16]"	7.22656774520874
988	0.0894405735159341	[0.09, 0.11, 0.01]	"[1.07409478e-01 8.40796946e-19 2.67451008e-17 0.00000000e+00
 8.92590522e-01 1.06430922e-17 3.58632047e-20]"	16.02620029449463
989	0.09098149808056187	[0.09, 0.11, 0.02]	"[1.14872641e-01 1.89185649e-17 0.00000000e+00 0.00000000e+00
 8.85127359e-01 0.00000000e+00 0.00000000e+00]"	9.729027271270752
990	0.09082613493824178	[0.09, 0.12, 0.0]	"[8.70033628e-02 0.00000000e+00 7.35226218e-17 0.00000000e+00
 9.12996637e-01 2.22762184e-17 1.68718128e-17]"	11.173732042312622
991	0.09243540223886583	[0.09, 0.12, 0.01]	"[9.49818164e-02 0.00000000e+00 0.00000000e+00 0.00000000e+00
 9.05018184e-01 0.00000000e+00 4.80660244e-16]"	10.442972660064697
992	0.09395306938186256	[0.09, 0.12, 0.02]	"[1.02283337e-01 4.97358800e-16 3.75755782e-16 0.00000000e+00
 8.97716663e-01 0.00000000e+00 0.00000000e+00]"	16.308736085891724
993	0.09368467990189708	[0.09, 0.13, 0.0]	"[7.55411403e-02 7.13797855e-23 1.87213014e-23 8.72215241e-23
 9.24458860e-01 4.31717956e-23 7.64731596e-23]"	12.309245824813843
994	0.09526946478779351	[0.09, 0.13, 0.01]	"[0.08341099 0.         0.         0.         0.91658901 0.
 0.        ]"	7.232337713241577
995	0.09676065114197033	[0.09, 0.13, 0.02]	"[9.06423318e-02 8.39033643e-16 0.00000000e+00 6.55125656e-16
 9.09357668e-01 0.00000000e+00 0.00000000e+00]"	9.34929347038269
996	0.09639323314520427	[0.09, 0.13999999999999999, 0.0]	"[6.48653988e-02 5.93720895e-17 0.00000000e+00 1.69190028e-17
 9.35134601e-01 0.00000000e+00 0.00000000e+00]"	7.73526930809021
997	0.09795039730557281	[0.09, 0.13999999999999999, 0.01]	"[7.25614048e-02 1.32127343e-17 0.00000000e+00 2.31773147e-16
 9.27438595e-01 9.56905829e-18 4.77892550e-18]"	7.743948221206665
998	0.0994120867212555	[0.09, 0.13999999999999999, 0.02]	"[0.07967341 0.         0.         0.         0.92032659 0.
 0.        ]"	10.31991696357727
999	0.09895820814642943	[0.09, 0.14999999999999997, 0.0]	"[5.48142554e-02 0.00000000e+00 0.00000000e+00 1.53868126e-17
 9.45185745e-01 0.00000000e+00 0.00000000e+00]"	6.63375997543335
1000	0.10048480561861087	[0.09, 0.14999999999999997, 0.01]	"[6.24037554e-02 0.00000000e+00 1.25898390e-16 0.00000000e+00
 9.37596245e-01 7.82662933e-17 2.93567547e-16]"	7.91974401473999
1001	0.10191416416469154	[0.09, 0.14999999999999997, 0.02]	"[6.93682322e-02 1.18720594e-17 4.73133698e-17 2.65362321e-16
 9.30631768e-01 7.96390155e-17 0.00000000e+00]"	8.465767860412598
1002	0.10138520611354014	[0.09, 0.15999999999999998, 0.0]	"[4.53629676e-02 2.05318795e-16 0.00000000e+00 0.00000000e+00
 9.54637032e-01 0.00000000e+00 2.09322869e-16]"	8.822579383850098
1003	0.10287846199183531	[0.09, 0.15999999999999998, 0.01]	"[5.27912200e-02 0.00000000e+00 5.75280102e-18 0.00000000e+00
 9.47208780e-01 2.75887425e-18 0.00000000e+00]"	10.402543067932129
1004	0.10427281893828119	[0.09, 0.15999999999999998, 0.02]	"[5.96386349e-02 4.05514755e-17 7.75100970e-17 0.00000000e+00
 9.40361365e-01 7.33398171e-17 0.00000000e+00]"	7.094926357269287
1005	0.10367916436105264	[0.09, 0.16999999999999998, 0.0]	"[0.03640659 0.         0.         0.         0.96359341 0.
 0.        ]"	12.089032411575317
1006	0.1051364581772206	[0.09, 0.16999999999999998, 0.01]	"[4.36702195e-02 6.17453806e-17 2.60177060e-17 2.10388066e-17
 9.56329780e-01 1.41847528e-17 1.34696281e-16]"	6.955939054489136
1007	0.1064932883182672	[0.09, 0.16999999999999998, 0.02]	"[5.04500169e-02 0.00000000e+00 4.66745046e-17 0.00000000e+00
 9.49549983e-01 0.00000000e+00 0.00000000e+00]"	10.861344337463379
1008	0.10584447067469659	[0.09, 0.17999999999999997, 0.0]	"[2.79244414e-02 2.83148402e-21 0.00000000e+00 4.01467648e-16
 9.72075559e-01 1.94263724e-16 1.85966556e-16]"	11.2559494972229
1009	0.1072633195149331	[0.09, 0.17999999999999997, 0.01]	"[3.50920583e-02 0.00000000e+00 0.00000000e+00 4.44149234e-17
 9.64907942e-01 0.00000000e+00 4.55716645e-17]"	9.353593111038208
1010	0.10858023152971762	[0.09, 0.17999999999999997, 0.02]	"[4.17094474e-02 1.77754465e-16 3.47406182e-17 8.87976502e-17
 9.58290553e-01 8.44907961e-17 0.00000000e+00]"	11.118619918823242
1011	0.10788505322258461	[0.09, 0.18999999999999995, 0.0]	"[1.98149018e-02 9.93427111e-18 0.00000000e+00 0.00000000e+00
 9.80185098e-01 0.00000000e+00 0.00000000e+00]"	9.284828901290894
1012	0.10926310137434414	[0.09, 0.18999999999999995, 0.01]	"[0.02687914 0.         0.         0.         0.97312086 0.
 0.        ]"	9.10003137588501
1013	0.1105378235346802	[0.09, 0.18999999999999995, 0.02]	"[3.33838889e-02 5.79151348e-16 1.39823335e-17 0.00000000e+00
 9.66616111e-01 3.36524460e-16 2.79357142e-15]"	8.81533670425415
1014	0.1098044508566149	[0.09, 0.19999999999999996, 0.0]	"[1.21507939e-02 1.90248951e-16 1.50088233e-18 2.40533992e-15
 9.87849206e-01 4.84230278e-17 7.10479707e-17]"	8.616471290588379
1015	0.11113945874362105	[0.09, 0.19999999999999996, 0.01]	"[1.90480587e-02 0.00000000e+00 0.00000000e+00 1.04293966e-16
 9.80951941e-01 2.82853392e-17 0.00000000e+00]"	12.335790157318115
1016	0.11236983040084289	[0.09, 0.19999999999999996, 0.02]	"[2.54386699e-02 2.51906435e-19 4.14015134e-17 0.00000000e+00
 9.74561330e-01 2.57563705e-20 0.00000000e+00]"	10.259463787078857
1017	0.11160587362658564	[0.09, 0.20999999999999996, 0.0]	"[4.78127634e-03 8.08998123e-17 0.00000000e+00 6.52533180e-17
 9.95218724e-01 9.95609953e-17 7.55438296e-16]"	7.662721157073975
1018	0.11289570724169007	[0.09, 0.20999999999999996, 0.01]	"[1.15581505e-02 1.50468286e-17 3.67482609e-17 1.59592412e-16
 9.88441849e-01 3.60234138e-17 2.92885259e-17]"	8.608110189437866
1019	0.11407966980729276	[0.09, 0.20999999999999996, 0.02]	"[1.78401673e-02 0.00000000e+00 3.92650288e-17 2.50452264e-16
 9.82159833e-01 0.00000000e+00 0.00000000e+00]"	7.884977340698242
1020	0.11329401254948468	[0.09, 0.21999999999999995, 0.0]	"[2.17366400e-17 2.92705347e-17 2.25204515e-17 0.00000000e+00
 1.00000000e+00 0.00000000e+00 1.63710762e-17]"	5.101643323898315
1021	0.11453487103492781	[0.09, 0.21999999999999995, 0.01]	"[4.36365483e-03 7.36090378e-17 0.00000000e+00 1.47620644e-16
 9.95636345e-01 3.12664555e-17 6.94923943e-17]"	8.17648720741272
1022	0.11567046056934942	[0.09, 0.21999999999999995, 0.02]	"[1.04929733e-02 6.08198447e-20 3.18889738e-20 1.06972421e-10
 9.89507026e-01 9.75859343e-15 3.63933093e-19]"	10.085229635238647
1023	0.11489450821092095	[0.09, 0.22999999999999995, 0.0]	"[0.00000000e+00 0.00000000e+00 3.35858242e-17 0.00000000e+00
 1.00000000e+00 3.47507217e-17 0.00000000e+00]"	5.077309608459473
1024	0.11606194370594584	[0.09, 0.22999999999999995, 0.01]	[0. 0. 0. 0. 1. 0. 0.]	15.1177237033844
1025	0.11714506206863287	[0.09, 0.22999999999999995, 0.02]	"[3.50324586e-03 7.12244813e-17 0.00000000e+00 1.63224461e-16
 9.96496754e-01 0.00000000e+00 0.00000000e+00]"	10.380107879638672
1026	0.11641500387235719	[0.09, 0.23999999999999994, 0.0]	"[2.05371392e-16 0.00000000e+00 4.64752518e-17 1.04790130e-16
 1.00000000e+00 0.00000000e+00 0.00000000e+00]"	5.278467893600464
1027	0.11750243936738208	[0.09, 0.23999999999999994, 0.01]	"[0.00000000e+00 1.31804250e-16 4.23719900e-17 6.93229757e-17
 1.00000000e+00 8.65579839e-17 0.00000000e+00]"	4.9032227993011475
1028	0.11850987486240698	[0.09, 0.23999999999999994, 0.02]	[0. 0. 0. 0. 1. 0. 0.]	6.993057012557983
1029	0.11785549953379343	[0.09, 0.24999999999999992, 0.0]	"[0.00000000e+00 0.00000000e+00 3.44561596e-18 2.25113514e-16
 1.00000000e+00 0.00000000e+00 0.00000000e+00]"	5.334783315658569
1030	0.11886293502881837	[0.09, 0.24999999999999992, 0.01]	"[2.02443066e-17 0.00000000e+00 0.00000000e+00 0.00000000e+00
 1.00000000e+00 0.00000000e+00 0.00000000e+00]"	5.371952533721924
1031	0.11979037052383522	[0.09, 0.24999999999999992, 0.02]	"[1.94677428e-13 0.00000000e+00 0.00000000e+00 1.34315585e-14
 1.00000000e+00 0.00000000e+00 0.00000000e+00]"	5.831830263137817
1032	0.11921599519522968	[0.09, 0.2599999999999999, 0.0]	"[0.00000000e+00 6.83905075e-17 2.91238277e-17 0.00000000e+00
 1.00000000e+00 4.41796010e-17 0.00000000e+00]"	4.92224383354187
1033	0.1201434306902521	[0.09, 0.2599999999999999, 0.01]	"[2.77256501e-14 0.00000000e+00 0.00000000e+00 0.00000000e+00
 1.00000000e+00 4.16356446e-16 0.00000000e+00]"	5.652556896209717
1034	0.12099086618527943	[0.09, 0.2599999999999999, 0.02]	"[0.00000000e+00 0.00000000e+00 0.00000000e+00 1.47100365e-16
 1.00000000e+00 0.00000000e+00 1.67464403e-17]"	5.002193450927734
1035	0.12049649085666592	[0.09, 0.2699999999999999, 0.0]	"[3.80341654e-17 0.00000000e+00 0.00000000e+00 2.13455932e-16
 1.00000000e+00 0.00000000e+00 0.00000000e+00]"	5.163178443908691
1036	0.1213439263516877	[0.09, 0.2699999999999999, 0.01]	"[5.04297473e-16 0.00000000e+00 0.00000000e+00 3.38930256e-14
 1.00000000e+00 8.07991703e-17 5.17318856e-17]"	5.597194194793701
1037	0.1221113618467157	[0.09, 0.2699999999999999, 0.02]	"[2.33119922e-16 9.43279354e-17 3.29649735e-17 0.00000000e+00
 1.00000000e+00 2.85816725e-17 0.00000000e+00]"	4.921483755111694
1038	0.12169698651810217	[0.09, 0.2799999999999999, 0.0]	"[0.00000000e+00 2.15306817e-17 8.86420332e-17 0.00000000e+00
 1.00000000e+00 1.06646795e-16 1.88382142e-18]"	5.014484643936157
1039	0.12246442201312707	[0.09, 0.2799999999999999, 0.01]	[0. 0. 0. 0. 1. 0. 0.]	5.033406734466553
1040	0.123151857508152	[0.09, 0.2799999999999999, 0.02]	"[0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 1.00000000e+00 0.00000000e+00 8.42623321e-18]"	5.081858396530151
1041	0.12281748217953842	[0.09, 0.2899999999999999, 0.0]	"[8.40437987e-17 4.22779226e-18 6.68728760e-17 3.49203270e-17
 1.00000000e+00 5.07872744e-17 0.00000000e+00]"	5.036557912826538
1042	0.12350491767456336	[0.09, 0.2899999999999999, 0.01]	"[4.66492578e-17 1.42285525e-17 3.03313159e-17 7.39951631e-17
 1.00000000e+00 1.83311021e-17 0.00000000e+00]"	5.034201383590698
1043	0.12411235316958828	[0.09, 0.2899999999999999, 0.02]	"[0.00000000e+00 0.00000000e+00 9.49970436e-18 1.53816242e-16
 1.00000000e+00 0.00000000e+00 0.00000000e+00]"	5.024639844894409
1044	0.12385797784097463	[0.09, 0.29999999999999993, 0.0]	"[1.38777878e-17 0.00000000e+00 0.00000000e+00 8.04761644e-16
 1.00000000e+00 0.00000000e+00 0.00000000e+00]"	6.20686674118042
1045	0.12446541333599961	[0.09, 0.29999999999999993, 0.01]	[0. 0. 0. 0. 1. 0. 0.]	5.048011779785156
1046	0.12499284883102448	[0.09, 0.29999999999999993, 0.02]	"[5.38106622e-17 0.00000000e+00 0.00000000e+00 0.00000000e+00
 1.00000000e+00 2.19883595e-17 1.69760922e-17]"	5.053804159164429
1047	0.12481847350241092	[0.09, 0.30999999999999994, 0.0]	"[8.87662328e-17 0.00000000e+00 0.00000000e+00 1.80302343e-16
 1.00000000e+00 0.00000000e+00 0.00000000e+00]"	5.231258392333984
1048	0.12534590899743583	[0.09, 0.30999999999999994, 0.01]	"[1.32064308e-16 0.00000000e+00 0.00000000e+00 7.67966593e-17
 1.00000000e+00 0.00000000e+00 0.00000000e+00]"	5.181674957275391
1049	0.12579334449246074	[0.09, 0.30999999999999994, 0.02]	"[1.79790326e-16 0.00000000e+00 0.00000000e+00 2.00947657e-16
 1.00000000e+00 0.00000000e+00 8.54864081e-17]"	5.632773399353027
1050	0.1256989691638472	[0.09, 0.3199999999999999, 0.0]	"[0.00000000e+00 0.00000000e+00 6.37208968e-18 0.00000000e+00
 1.00000000e+00 0.00000000e+00 0.00000000e+00]"	5.033103942871094
1051	0.12614640465887209	[0.09, 0.3199999999999999, 0.01]	"[0.00000000e+00 0.00000000e+00 0.00000000e+00 2.52614593e-18
 1.00000000e+00 0.00000000e+00 6.81056140e-17]"	4.959776878356934
1052	0.126513840153897	[0.09, 0.3199999999999999, 0.02]	"[0.00000000e+00 0.00000000e+00 2.12538660e-18 2.46736584e-17
 1.00000000e+00 0.00000000e+00 0.00000000e+00]"	5.2098259925842285
1053	0.12649946482528346	[0.09, 0.32999999999999985, 0.0]	"[0.00000000e+00 4.51917028e-17 0.00000000e+00 0.00000000e+00
 1.00000000e+00 0.00000000e+00 0.00000000e+00]"	4.956865549087524
1054	0.12686690032030834	[0.09, 0.32999999999999985, 0.01]	[0. 0. 0. 0. 1. 0. 0.]	4.8446972370147705
1055	0.1271543358153332	[0.09, 0.32999999999999985, 0.02]	"[5.51738224e-17 0.00000000e+00 0.00000000e+00 0.00000000e+00
 1.00000000e+00 0.00000000e+00 1.11921451e-16]"	4.977963924407959
1056	0.1272199604867197	[0.09, 0.33999999999999986, 0.0]	"[0.00000000e+00 2.01135131e-17 6.36818132e-17 0.00000000e+00
 1.00000000e+00 0.00000000e+00 1.12049344e-16]"	5.181710243225098
1057	0.1275073959817446	[0.09, 0.33999999999999986, 0.01]	"[1.39460147e-17 1.07521756e-16 1.38493300e-17 0.00000000e+00
 1.00000000e+00 6.19308552e-17 2.68884124e-17]"	4.966190576553345
1058	0.1277148314767695	[0.09, 0.33999999999999986, 0.02]	"[0.00000000e+00 0.00000000e+00 0.00000000e+00 1.53247837e-16
 1.00000000e+00 0.00000000e+00 0.00000000e+00]"	5.084360837936401
1059	0.12786045614816938	[0.09, 0.34999999999999987, 0.0]	"[6.65493459e-17 0.00000000e+00 0.00000000e+00 1.36203623e-16
 1.00000000e+00 3.51603247e-17 0.00000000e+00]"	5.855714797973633
1060	0.12806789164318086	[0.09, 0.34999999999999987, 0.01]	"[0.00000000e+00 4.71642047e-18 0.00000000e+00 0.00000000e+00
 1.00000000e+00 6.11068020e-17 6.83545935e-17]"	4.9607765674591064
1061	0.12819532713820578	[0.09, 0.34999999999999987, 0.02]	"[0.00000000e+00 6.94373883e-17 0.00000000e+00 2.08211602e-16
 1.00000000e+00 2.05788882e-17 1.11318989e-16]"	4.469401836395264
1062	0.12842095180960708	[0.09, 0.3599999999999999, 0.0]	"[2.64560237e-15 5.56084416e-17 9.69037530e-17 0.00000000e+00
 1.00000000e+00 1.91240791e-16 5.12418267e-16]"	5.660210132598877
1063	0.1285483873046171	[0.09, 0.3599999999999999, 0.01]	"[0.00000000e+00 1.63400650e-16 7.91343803e-17 0.00000000e+00
 1.00000000e+00 5.68775548e-17 1.62705004e-16]"	4.948609828948975
1064	0.12859582279964202	[0.09, 0.3599999999999999, 0.02]	"[7.97883062e-18 0.00000000e+00 0.00000000e+00 9.60793287e-18
 1.00000000e+00 0.00000000e+00 0.00000000e+00]"	4.440246820449829
1065	0.12890144747102844	[0.09, 0.3699999999999999, 0.0]	"[0.00000000e+00 4.78967891e-17 5.90634571e-17 0.00000000e+00
 1.00000000e+00 6.15644342e-17 7.99717112e-17]"	4.823508977890015
1066	0.1289488829660534	[0.09, 0.3699999999999999, 0.01]	"[4.85715743e-17 5.38289863e-17 2.55864671e-17 1.68280307e-16
 1.00000000e+00 4.08009524e-17 1.81520280e-17]"	4.694350242614746
1067	0.12891631846107823	[0.09, 0.3699999999999999, 0.02]	"[0.00000000e+00 1.25203333e-16 9.09884557e-17 0.00000000e+00
 1.00000000e+00 8.32503668e-17 2.38841118e-16]"	4.310259103775024
1068	0.12930194313246468	[0.09, 0.3799999999999999, 0.0]	"[0.00000000e+00 0.00000000e+00 0.00000000e+00 1.79170049e-17
 1.00000000e+00 0.00000000e+00 5.09654085e-17]"	4.840559959411621
1069	0.1292693786274896	[0.09, 0.3799999999999999, 0.01]	"[9.92589837e-17 0.00000000e+00 5.75423867e-17 0.00000000e+00
 1.00000000e+00 0.00000000e+00 0.00000000e+00]"	5.4610021114349365
1070	0.1291568141225145	[0.09, 0.3799999999999999, 0.02]	"[5.02204429e-18 1.29793752e-16 6.55565842e-17 0.00000000e+00
 1.00000000e+00 4.66547774e-17 1.19042006e-17]"	4.375399827957153
1071	0.12962243879390098	[0.09, 0.3899999999999999, 0.0]	"[0.00000000e+00 3.53810431e-17 0.00000000e+00 1.38334455e-16
 1.00000000e+00 0.00000000e+00 0.00000000e+00]"	4.849567413330078
1072	0.12950987428892588	[0.09, 0.3899999999999999, 0.01]	"[7.54971216e-17 6.02984480e-17 2.73835338e-17 1.49165606e-16
 1.00000000e+00 0.00000000e+00 1.01997956e-16]"	4.929785490036011
1073	0.12931730978395076	[0.09, 0.3899999999999999, 0.02]	[0. 0. 0. 0. 1. 0. 0.]	4.297588109970093
