idx	v_val	p_in	v_vec	time
1619	0.11050776119667742	[0.14, 0.15999999999999998, 0.02]	"[9.46154670e-02 2.80964810e-17 5.03496410e-17 1.63339499e-16
 9.05384533e-01 5.87334641e-17 1.13473604e-16]"	6.390923023223877
1620	0.1106845056187934	[0.14, 0.16999999999999998, 0.0]	"[7.55816794e-02 0.00000000e+00 0.00000000e+00 0.00000000e+00
 9.24418321e-01 0.00000000e+00 9.96227356e-17]"	5.143653154373169
1621	0.11166559168457199	[0.14, 0.16999999999999998, 0.01]	"[8.03754545e-02 0.00000000e+00 0.00000000e+00 1.15363307e-22
 9.19624546e-01 0.00000000e+00 7.42758114e-23]"	5.795120000839233
1622	0.1125678746953229	[0.14, 0.16999999999999998, 0.02]	"[0.08478335 0.         0.         0.         0.91521665 0.
 0.        ]"	6.270301342010498
1623	0.11269076587640159	[0.14, 0.17999999999999997, 0.0]	"[0.06641683 0.         0.         0.         0.93358317 0.
 0.        ]"	6.352958917617798
1624	0.11362614719509097	[0.14, 0.17999999999999997, 0.01]	"[0.07109745 0.         0.         0.         0.92890255 0.
 0.        ]"	6.261116027832031
1625	0.11448141787773308	[0.14, 0.17999999999999997, 0.02]	"[7.54537303e-02 7.62617730e-18 0.00000000e+00 0.00000000e+00
 9.24546270e-01 0.00000000e+00 1.47615658e-17]"	11.746334314346313
1626	0.11455928491951435	[0.14, 0.18999999999999995, 0.0]	"[5.76650858e-02 1.99982475e-17 0.00000000e+00 1.14687778e-17
 9.42334914e-01 3.03164341e-17 0.00000000e+00]"	16.833049297332764
1627	0.11544696540730875	[0.14, 0.18999999999999995, 0.01]	"[6.22520116e-02 0.00000000e+00 1.42956158e-17 2.58916010e-16
 9.37747988e-01 5.93122116e-17 2.69652017e-17]"	6.548375606536865
1628	0.11625328115731436	[0.14, 0.18999999999999995, 0.02]	"[6.65313091e-02 0.00000000e+00 2.95484769e-17 3.19751226e-16
 9.33468691e-01 0.00000000e+00 0.00000000e+00]"	5.350976943969727
1629	0.11629428932419981	[0.14, 0.19999999999999996, 0.0]	"[4.93135683e-02 7.53618057e-19 5.14027051e-17 0.00000000e+00
 9.50686432e-01 9.95918729e-17 0.00000000e+00]"	6.905214309692383
1630	0.1171323676804659	[0.14, 0.19999999999999996, 0.01]	"[5.38114631e-02 2.31544097e-16 3.32607146e-16 4.95478481e-15
 9.46188537e-01 0.00000000e+00 0.00000000e+00]"	7.282440423965454
1631	0.11788787829822481	[0.14, 0.19999999999999996, 0.02]	"[5.79905172e-02 0.00000000e+00 0.00000000e+00 1.52828545e-20
 9.42009483e-01 0.00000000e+00 1.29735092e-20]"	6.269564151763916
1632	0.11789961309403386	[0.14, 0.20999999999999996, 0.0]	"[4.13048746e-02 1.44994048e-20 1.11775230e-16 0.00000000e+00
 9.58695125e-01 3.31414966e-21 3.52629222e-17]"	6.422605276107788
1633	0.1186862765108928	[0.14, 0.20999999999999996, 0.01]	"[4.57104566e-02 1.96143315e-16 3.89802432e-17 0.00000000e+00
 9.54289543e-01 9.50356240e-17 6.32209841e-17]"	6.256433010101318
1634	0.11938921736501738	[0.14, 0.20999999999999996, 0.02]	"[4.98140637e-02 0.00000000e+00 0.00000000e+00 2.06944009e-17
 9.50185936e-01 0.00000000e+00 0.00000000e+00]"	5.8317344188690186
1635	0.11937875397866271	[0.14, 0.21999999999999995, 0.0]	"[3.36192882e-02 1.44188689e-19 2.27532267e-19 0.00000000e+00
 9.66380712e-01 0.00000000e+00 0.00000000e+00]"	6.613313913345337
1636	0.12011227193042057	[0.14, 0.21999999999999995, 0.01]	"[3.79369692e-02 0.00000000e+00 2.77849737e-17 0.00000000e+00
 9.62063031e-01 0.00000000e+00 0.00000000e+00]"	6.281631946563721
1637	0.12076095864272499	[0.14, 0.21999999999999995, 0.02]	"[4.19421276e-02 0.00000000e+00 0.00000000e+00 1.82737769e-16
 9.58057872e-01 5.62025675e-17 3.12590308e-17]"	8.45732045173645
1638	0.12073491941387529	[0.14, 0.22999999999999995, 0.0]	"[2.62316552e-02 2.99027996e-17 9.82417628e-18 0.00000000e+00
 9.73768345e-01 1.36073610e-17 0.00000000e+00]"	6.794687747955322
1639	0.12141363860354576	[0.14, 0.22999999999999995, 0.01]	"[3.04551261e-02 8.76349130e-17 3.95128059e-17 1.87124490e-16
 9.69544874e-01 9.22007158e-17 7.65393851e-17]"	5.668057441711426
1640	0.12200646188336374	[0.14, 0.22999999999999995, 0.02]	"[3.43755236e-02 2.06498795e-17 0.00000000e+00 0.00000000e+00
 9.65624476e-01 1.38987518e-17 1.34175256e-17]"	7.770780324935913
1641	0.12197106473877574	[0.14, 0.23999999999999994, 0.0]	"[1.91152247e-02 3.46184372e-17 7.62635853e-17 4.33734304e-18
 9.80884775e-01 4.71441454e-18 6.28932645e-19]"	6.297096014022827
1642	0.12259340444774931	[0.14, 0.23999999999999994, 0.01]	"[2.32371542e-02 4.87511590e-17 0.00000000e+00 0.00000000e+00
 9.76762846e-01 4.73868034e-18 5.81330546e-17]"	6.486971378326416
1643	0.1231288259746793	[0.14, 0.23999999999999994, 0.02]	"[2.70558829e-02 0.00000000e+00 6.89676521e-17 0.00000000e+00
 9.72944117e-01 3.24559300e-17 6.22659463e-17]"	5.282844066619873
1644	0.12308992481926821	[0.14, 0.24999999999999992, 0.0]	"[1.22240808e-02 1.15061131e-17 1.57300776e-16 0.00000000e+00
 9.87775919e-01 8.01072667e-17 0.00000000e+00]"	6.381507158279419
1645	0.12365437309712424	[0.14, 0.24999999999999992, 0.01]	"[1.62635076e-02 1.34707269e-18 9.73068231e-18 0.00000000e+00
 9.83736492e-01 0.00000000e+00 3.73485837e-17]"	7.3293328285217285
1646	0.12413092148407892	[0.14, 0.24999999999999992, 0.02]	"[2.00052015e-02 2.08569152e-19 0.00000000e+00 0.00000000e+00
 9.79994799e-01 0.00000000e+00 0.00000000e+00]"	9.977399349212646
1647	0.12409404143983074	[0.14, 0.2599999999999999, 0.0]	"[5.56920211e-03 0.00000000e+00 0.00000000e+00 2.87187038e-20
 9.94430798e-01 5.33371856e-20 6.93356019e-18]"	11.757511854171753
1648	0.12459915124208587	[0.14, 0.2599999999999999, 0.01]	"[9.51829634e-03 2.25243324e-17 4.98782384e-17 0.00000000e+00
 9.90481704e-01 0.00000000e+00 0.00000000e+00]"	7.251108407974243
1649	0.12501541891957016	[0.14, 0.2599999999999999, 0.02]	"[1.31661357e-02 5.59520081e-17 1.52415037e-17 0.00000000e+00
 9.86833865e-01 0.00000000e+00 0.00000000e+00]"	8.881240844726562
1650	0.12498607527686055	[0.14, 0.2699999999999999, 0.0]	"[0.00000000e+00 1.57178237e-17 1.52075589e-17 0.00000000e+00
 1.00000000e+00 3.74986483e-17 8.54186110e-17]"	4.806712865829468
1651	0.12543017194273956	[0.14, 0.2699999999999999, 0.01]	"[2.97927955e-03 3.02061501e-18 9.88342600e-19 1.36649127e-17
 9.97020719e-01 2.94446716e-18 4.82511705e-18]"	5.939468145370483
1652	0.12578481214540763	[0.14, 0.2699999999999999, 0.02]	"[6.54599251e-03 1.74067559e-16 1.63667001e-17 3.71476598e-19
 9.93454007e-01 3.88074867e-17 2.97267151e-19]"	7.993265151977539
1653	0.12578657093829346	[0.14, 0.2799999999999999, 0.0]	"[0.00000000e+00 0.00000000e+00 1.46420096e-13 0.00000000e+00
 1.00000000e+00 0.00000000e+00 0.00000000e+00]"	6.50005030632019
1654	0.12615400643332167	[0.14, 0.2799999999999999, 0.01]	"[1.94272899e-16 0.00000000e+00 0.00000000e+00 0.00000000e+00
 1.00000000e+00 6.61761166e-18 0.00000000e+00]"	4.7591753005981445
1655	0.12644143800763458	[0.14, 0.2799999999999999, 0.02]	"[9.68324923e-05 0.00000000e+00 0.00000000e+00 7.87671136e-18
 9.99903168e-01 0.00000000e+00 0.00000000e+00]"	13.82339096069336
1656	0.12650706659973301	[0.14, 0.2899999999999999, 0.0]	"[5.08169317e-17 0.00000000e+00 0.00000000e+00 0.00000000e+00
 1.00000000e+00 0.00000000e+00 0.00000000e+00]"	4.665506362915039
1657	0.12679450209475793	[0.14, 0.2899999999999999, 0.01]	[0. 0. 0. 0. 1. 0. 0.]	4.275993347167969
1658	0.12700193758978284	[0.14, 0.2899999999999999, 0.02]	"[1.35244883e-17 4.79380066e-17 1.77945321e-17 0.00000000e+00
 1.00000000e+00 4.26174498e-17 0.00000000e+00]"	4.826345205307007
1659	0.1271475622611693	[0.14, 0.29999999999999993, 0.0]	"[8.48922856e-17 2.05056829e-16 6.84299276e-17 3.57464397e-18
 1.00000000e+00 8.50224299e-17 1.21620334e-16]"	4.093595027923584
1660	0.12735499775619316	[0.14, 0.29999999999999993, 0.01]	"[8.98837117e-15 3.88141407e-18 0.00000000e+00 0.00000000e+00
 1.00000000e+00 0.00000000e+00 0.00000000e+00]"	4.82269024848938
1661	0.12748243325121908	[0.14, 0.29999999999999993, 0.02]	"[1.23907780e-17 9.73986808e-17 3.21877347e-17 7.36033019e-17
 1.00000000e+00 4.30949703e-17 1.58314007e-16]"	4.914554119110107
1662	0.1277080579226056	[0.14, 0.30999999999999994, 0.0]	"[0.00000000e+00 4.20048346e-17 3.53036007e-17 0.00000000e+00
 1.00000000e+00 6.31044129e-17 9.75313925e-17]"	4.248411178588867
1663	0.12783549341763045	[0.14, 0.30999999999999994, 0.01]	"[7.54154960e-17 3.69685647e-17 0.00000000e+00 1.24015895e-16
 1.00000000e+00 1.98432932e-18 0.00000000e+00]"	4.167162895202637
1664	0.1278829289126554	[0.14, 0.30999999999999994, 0.02]	"[0.00000000e+00 1.31295390e-16 7.55034181e-17 4.91329969e-17
 1.00000000e+00 4.29570261e-17 3.16614175e-17]"	4.648308992385864
1665	0.12818855358404177	[0.14, 0.3199999999999999, 0.0]	"[0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 1.00000000e+00 0.00000000e+00 3.27778409e-18]"	4.447417259216309
1666	0.1282359890790667	[0.14, 0.3199999999999999, 0.01]	"[0.00000000e+00 4.46779247e-17 6.18744521e-18 2.37756781e-16
 1.00000000e+00 0.00000000e+00 2.69523074e-17]"	3.896953582763672
1667	0.12820342457409015	[0.14, 0.3199999999999999, 0.02]	"[1.32045084e-14 5.19881421e-17 0.00000000e+00 0.00000000e+00
 1.00000000e+00 0.00000000e+00 0.00000000e+00]"	5.438194036483765
1668	0.12858904924547807	[0.14, 0.32999999999999985, 0.0]	[0. 0. 0. 0. 1. 0. 0.]	4.422871828079224
1669	0.12855648474050949	[0.14, 0.32999999999999985, 0.01]	"[0.00000000e+00 1.45059912e-15 1.25523083e-15 8.45784568e-14
 1.00000000e+00 1.32790595e-15 2.35288381e-14]"	4.839732646942139
1670	0.12844392023552784	[0.14, 0.32999999999999985, 0.02]	"[0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 1.00000000e+00 9.85189988e-18 0.00000000e+00]"	4.422923803329468
1671	0.1289095449069143	[0.14, 0.33999999999999986, 0.0]	"[0.00000000e+00 0.00000000e+00 1.73290266e-17 0.00000000e+00
 1.00000000e+00 3.23938117e-18 1.29527483e-17]"	5.039450168609619
1672	0.12879698040193924	[0.14, 0.33999999999999986, 0.01]	[0. 0. 0. 0. 1. 0. 0.]	3.64989972114563
1673	0.12860441589696414	[0.14, 0.33999999999999986, 0.02]	"[3.96074925e-16 3.01866731e-17 4.71764542e-17 0.00000000e+00
 1.00000000e+00 1.36803975e-17 6.35348339e-17]"	4.217528820037842
1674	0.12915004056835058	[0.14, 0.34999999999999987, 0.0]	"[6.70409612e-17 0.00000000e+00 3.68541223e-17 1.24984097e-16
 1.00000000e+00 4.52524260e-18 0.00000000e+00]"	4.220305919647217
1675	0.12895747606337543	[0.14, 0.34999999999999987, 0.01]	"[1.48161717e-16 4.13786668e-17 1.17140957e-17 3.29247838e-16
 1.00000000e+00 2.68556525e-17 6.87535694e-18]"	3.9460275173187256
1676	0.1286849115584004	[0.14, 0.34999999999999987, 0.02]	"[0.00000000e+00 6.82310683e-17 6.01148342e-17 3.50448327e-16
 1.00000000e+00 0.00000000e+00 3.19322695e-17]"	4.661008596420288
1677	0.12931053622978683	[0.14, 0.3599999999999999, 0.0]	"[0.00000000e+00 1.04743657e-16 4.55448677e-17 0.00000000e+00
 1.00000000e+00 4.06817551e-17 1.97226798e-17]"	4.362278938293457
1678	0.12903797172481174	[0.14, 0.3599999999999999, 0.01]	"[0.00000000e+00 9.20087637e-17 5.94571877e-17 0.00000000e+00
 1.00000000e+00 3.16506816e-17 6.27328052e-17]"	3.9695627689361572
1679	0.12868540721983662	[0.14, 0.3599999999999999, 0.02]	[0. 0. 0. 0. 1. 0. 0.]	4.514781713485718
1680	0.1293910318912231	[0.14, 0.3699999999999999, 0.0]	"[2.65302389e-16 0.00000000e+00 8.62364172e-18 9.44003232e-17
 1.00000000e+00 0.00000000e+00 0.00000000e+00]"	4.495460271835327
1681	0.12903846738624797	[0.14, 0.3699999999999999, 0.01]	"[1.05945397e-16 0.00000000e+00 0.00000000e+00 1.69362353e-16
 1.00000000e+00 0.00000000e+00 0.00000000e+00]"	3.8612985610961914
1682	0.12860590288127288	[0.14, 0.3699999999999999, 0.02]	"[3.35109680e-16 0.00000000e+00 1.13496090e-17 2.22549820e-16
 1.00000000e+00 9.89504993e-19 0.00000000e+00]"	3.816739797592163
1683	0.12939152755265934	[0.14, 0.3799999999999999, 0.0]	"[1.14339979e-16 1.33670594e-16 6.62124276e-17 1.00494603e-17
 1.00000000e+00 7.31306200e-17 6.70430048e-18]"	4.51879358291626
1684	0.12895896304766483	[0.14, 0.3799999999999999, 0.01]	"[1.01357113e-16 5.39032621e-17 0.00000000e+00 1.97981344e-13
 1.00000000e+00 0.00000000e+00 0.00000000e+00]"	4.393150806427002
1685	0.1284463985427094	[0.14, 0.3799999999999999, 0.02]	"[0.00000000e+00 2.16717891e-15 2.42598677e-15 4.85917645e-14
 1.00000000e+00 3.68006566e-15 8.73206219e-15]"	4.425662279129028
1686	0.12931202321405758	[0.14, 0.3899999999999999, 0.0]	"[9.52945438e-15 8.04439355e-16 2.87402263e-15 4.15860828e-13
 1.00000000e+00 0.00000000e+00 0.00000000e+00]"	5.028705358505249
1687	0.1287994587091205	[0.14, 0.3899999999999999, 0.01]	"[3.60446946e-17 1.48026647e-16 5.30451942e-17 8.50163253e-18
 1.00000000e+00 9.62751610e-18 1.12515170e-16]"	3.9217264652252197
1688	0.12820689420414538	[0.14, 0.3899999999999999, 0.02]	"[2.28798237e-16 0.00000000e+00 9.68939831e-18 3.12996098e-16
 1.00000000e+00 8.36920740e-18 0.00000000e+00]"	3.895552158355713
1689	0.12915251887553184	[0.14, 0.3999999999999998, 0.0]	"[1.99103541e-17 4.58860380e-17 0.00000000e+00 0.00000000e+00
 1.00000000e+00 0.00000000e+00 0.00000000e+00]"	4.296105146408081
1690	0.12855995437055673	[0.14, 0.3999999999999998, 0.01]	"[1.30901926e-16 0.00000000e+00 1.89487773e-17 1.02197502e-16
 1.00000000e+00 4.77009265e-18 0.00000000e+00]"	4.005523920059204
1691	0.12788738986558162	[0.14, 0.3999999999999998, 0.02]	"[6.85563893e-17 0.00000000e+00 0.00000000e+00 1.32484306e-16
 1.00000000e+00 0.00000000e+00 0.00000000e+00]"	3.8713278770446777
1692	0.1289130145369681	[0.14, 0.4099999999999998, 0.0]	"[4.83924425e-17 1.55776423e-17 4.96778214e-17 0.00000000e+00
 1.00000000e+00 4.80375657e-17 0.00000000e+00]"	4.312673807144165
1693	0.128240450031993	[0.14, 0.4099999999999998, 0.01]	"[6.34188547e-17 7.63368682e-17 6.51901520e-17 1.69129121e-16
 1.00000000e+00 6.07370284e-17 1.39500298e-16]"	4.037443161010742
1694	0.1274878855270179	[0.14, 0.4099999999999998, 0.02]	"[3.26883221e-17 1.44347770e-17 1.95110223e-17 2.28974722e-16
 1.00000000e+00 0.00000000e+00 0.00000000e+00]"	3.943352222442627
1695	0.12859351019840434	[0.14, 0.4199999999999998, 0.0]	"[5.37786897e-17 5.95414236e-17 1.09628566e-17 6.70203229e-17
 1.00000000e+00 0.00000000e+00 5.74423322e-17]"	4.660484075546265
1696	0.12784094569342275	[0.14, 0.4199999999999998, 0.01]	"[0.00000000e+00 1.45597675e-16 0.00000000e+00 6.67208567e-14
 1.00000000e+00 1.37831931e-16 0.00000000e+00]"	4.51244044303894
1697	0.12700838118845412	[0.14, 0.4199999999999998, 0.02]	"[0.00000e+00 9.60615e-18 0.00000e+00 0.00000e+00 1.00000e+00 0.00000e+00
 0.00000e+00]"	3.792066812515259
1698	0.12819400585984062	[0.14, 0.4299999999999998, 0.0]	"[6.21190827e-17 1.45038934e-16 5.99898023e-17 1.53946067e-16
 1.00000000e+00 4.86383744e-17 1.50847725e-16]"	4.478747606277466
1699	0.12736144135495003	[0.14, 0.4299999999999998, 0.01]	"[0.00000000e+00 0.00000000e+00 0.00000000e+00 3.28359844e-12
 1.00000000e+00 0.00000000e+00 0.00000000e+00]"	5.8923187255859375
1700	0.12644887684989037	[0.14, 0.4299999999999998, 0.02]	"[6.14191332e-17 4.80190224e-17 0.00000000e+00 3.62712776e-16
 1.00000000e+00 1.19419227e-17 1.51288777e-17]"	3.788167953491211
1701	0.12771450152127684	[0.14, 0.43999999999999984, 0.0]	"[0.00000000e+00 1.08654168e-16 8.60073652e-17 0.00000000e+00
 1.00000000e+00 7.84255075e-17 7.19581142e-17]"	4.406865358352661
1702	0.1268019370163017	[0.14, 0.43999999999999984, 0.01]	[0. 0. 0. 0. 1. 0. 0.]	3.7483012676239014
1703	0.12580937251132665	[0.14, 0.43999999999999984, 0.02]	"[2.46902170e-17 0.00000000e+00 0.00000000e+00 6.38620115e-17
 1.00000000e+00 0.00000000e+00 0.00000000e+00]"	3.8023319244384766
1704	0.12715499718271311	[0.14, 0.44999999999999984, 0.0]	"[0.00000000e+00 3.19407089e-17 0.00000000e+00 9.10499529e-17
 1.00000000e+00 8.62307313e-18 1.64131415e-17]"	4.4100587368011475
1705	0.126162432677738	[0.14, 0.44999999999999984, 0.01]	"[0.00000000e+00 0.00000000e+00 0.00000000e+00 5.16618113e-17
 1.00000000e+00 0.00000000e+00 5.81396773e-17]"	3.7967443466186523
1706	0.12508986817276288	[0.14, 0.44999999999999984, 0.02]	"[6.55833057e-17 2.41824242e-17 1.00265853e-17 0.00000000e+00
 1.00000000e+00 5.90812681e-18 6.28805978e-17]"	3.9720468521118164
1707	0.12651549284414934	[0.14, 0.45999999999999985, 0.0]	"[5.55753029e-17 0.00000000e+00 0.00000000e+00 1.50926774e-16
 1.00000000e+00 0.00000000e+00 0.00000000e+00]"	4.345090389251709
1708	0.12544292833917423	[0.14, 0.45999999999999985, 0.01]	"[0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 1.00000000e+00 0.00000000e+00 4.68935027e-18]"	3.7717385292053223
1709	0.12429036383419913	[0.14, 0.45999999999999985, 0.02]	"[2.63848464e-17 0.00000000e+00 0.00000000e+00 1.14155837e-16
 1.00000000e+00 0.00000000e+00 0.00000000e+00]"	4.062154293060303
1710	0.12579598850558557	[0.14, 0.46999999999999986, 0.0]	"[0.00000000e+00 3.65518506e-17 0.00000000e+00 0.00000000e+00
 1.00000000e+00 4.32703952e-18 0.00000000e+00]"	4.353349685668945
1711	0.12464342400061049	[0.14, 0.46999999999999986, 0.01]	"[3.50139600e-17 0.00000000e+00 2.31944402e-17 0.00000000e+00
 1.00000000e+00 9.27783775e-18 0.00000000e+00]"	3.7635819911956787
1712	0.1234108594956354	[0.14, 0.46999999999999986, 0.02]	"[1.00637632e-16 1.46498913e-16 1.06442638e-16 7.08256903e-17
 1.00000000e+00 4.41667153e-17 9.28816616e-17]"	3.9091460704803467
1713	0.12499648416702183	[0.14, 0.47999999999999976, 0.0]	"[0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 1.00000000e+00 0.00000000e+00 3.03473994e-17]"	4.756699800491333
1714	0.12376391966204675	[0.14, 0.47999999999999976, 0.01]	"[0.00000000e+00 9.27686222e-17 2.73147587e-17 0.00000000e+00
 1.00000000e+00 3.22199349e-17 7.18670540e-17]"	3.8064887523651123
1715	0.12245135515707165	[0.14, 0.47999999999999976, 0.02]	"[2.11448048e-17 0.00000000e+00 0.00000000e+00 2.26004266e-16
 1.00000000e+00 0.00000000e+00 0.00000000e+00]"	4.485844135284424
1716	0.1241169798284581	[0.14, 0.48999999999999977, 0.0]	"[0.00000000e+00 1.13088972e-17 2.69738269e-17 4.08077527e-17
 1.00000000e+00 1.38093673e-17 0.00000000e+00]"	4.727689266204834
1717	0.12280441532348302	[0.14, 0.48999999999999977, 0.01]	"[1.17626393e-16 1.44705262e-17 3.01309602e-17 1.16826053e-16
 1.00000000e+00 2.36089166e-17 0.00000000e+00]"	3.7409815788269043
1718	0.1214118508185079	[0.14, 0.48999999999999977, 0.02]	"[5.67149797e-18 0.00000000e+00 4.59555422e-17 0.00000000e+00
 1.00000000e+00 9.68037330e-19 0.00000000e+00]"	3.740532875061035
1719	0.12315747548989434	[0.14, 0.4999999999999998, 0.0]	"[7.98753346e-17 0.00000000e+00 0.00000000e+00 0.00000000e+00
 1.00000000e+00 0.00000000e+00 0.00000000e+00]"	4.336657762527466
1720	0.12176491098491926	[0.14, 0.4999999999999998, 0.01]	"[0.00000000e+00 0.00000000e+00 0.00000000e+00 6.56352007e-17
 1.00000000e+00 0.00000000e+00 0.00000000e+00]"	3.7702903747558594
1721	0.12029234647994	[0.14, 0.4999999999999998, 0.02]	"[4.81262124e-16 0.00000000e+00 1.54950254e-16 4.82491311e-14
 1.00000000e+00 0.00000000e+00 0.00000000e+00]"	4.455986261367798
1722	0.11280560267918087	[0.15000000000000002, 0.1, 0.0]	[1. 0. 1. 0. 0. 0. 1.]	11.065400123596191
1723	0.09474722821957195	[0.15000000000000002, 0.1, 0.01]	"[1.69185083e-01 0.00000000e+00 3.29331979e-19 0.00000000e+00
 8.30814917e-01 8.73969881e-20 0.00000000e+00]"	7.6577308177948
1724	0.09584620070405224	[0.15000000000000002, 0.1, 0.02]	"[1.73784981e-01 0.00000000e+00 1.12936310e-17 1.14093437e-17
 8.26215019e-01 4.93962359e-17 1.06965118e-17]"	8.529945135116577
1725	0.09671055007908855	[0.15000000000000002, 0.11, 0.0]	"[1.49975641e-01 1.27342553e-16 1.95087066e-16 2.80856869e-17
 8.50024359e-01 8.75681427e-17 1.58418471e-17]"	6.8996546268463135
1726	0.0978448694063057	[0.15000000000000002, 0.11, 0.01]	"[1.54865822e-01 4.59689550e-19 0.00000000e+00 1.45140188e-17
 8.45134178e-01 0.00000000e+00 1.34622332e-16]"	8.444470643997192
1727	0.09891201934757661	[0.15000000000000002, 0.11, 0.02]	"[1.59420244e-01 1.82044594e-17 2.92187850e-17 2.56022328e-16
 8.40579756e-01 1.29918954e-16 1.09536527e-16]"	5.9421164989471436
1728	0.09964728166709709	[0.15000000000000002, 0.12, 0.0]	"[1.36734284e-01 0.00000000e+00 0.00000000e+00 1.24072824e-16
 8.63265716e-01 0.00000000e+00 1.48987340e-16]"	6.346512794494629
1729	0.10074865945079056	[0.15000000000000002, 0.12, 0.01]	"[1.41543299e-01 0.00000000e+00 1.89277182e-17 1.48523643e-17
 8.58456701e-01 3.51464379e-17 4.39690240e-17]"	13.491432905197144
1730	0.1017811879891446	[0.15000000000000002, 0.12, 0.02]	"[1.46014490e-01 8.12165531e-19 0.00000000e+00 1.00777116e-17
 8.53985510e-01 0.00000000e+00 1.66526832e-16]"	10.099451541900635
1731	0.10240371794001049	[0.15000000000000002, 0.13, 0.0]	"[1.24389904e-01 0.00000000e+00 0.00000000e+00 1.60365847e-17
 8.75610096e-01 1.04167290e-17 1.38948591e-17]"	24.867736101150513
1732	0.10346944990639603	[0.15000000000000002, 0.13, 0.01]	"[1.29121249e-01 4.01779165e-17 2.63008716e-17 1.69803095e-16
 8.70878751e-01 0.00000000e+00 0.00000000e+00]"	7.369884014129639
1733	0.10446473183393533	[0.15000000000000002, 0.13, 0.02]	"[0.13352278 0.         0.         0.         0.86647722 0.
 0.        ]"	6.931540489196777
1734	0.10498897059031083	[0.15000000000000002, 0.13999999999999999, 0.0]	"[1.12817495e-01 0.00000000e+00 1.01427586e-16 0.00000000e+00
 8.87182505e-01 0.00000000e+00 0.00000000e+00]"	7.539501905441284
1735	0.10601651387932218	[0.15000000000000002, 0.13999999999999999, 0.01]	"[1.17484198e-01 0.00000000e+00 0.00000000e+00 7.93328220e-17
 8.82515802e-01 1.16415692e-16 0.00000000e+00]"	5.823314905166626
1736	0.10697207812115203	[0.15000000000000002, 0.13999999999999999, 0.02]	"[1.21791864e-01 2.65926205e-18 1.61215993e-16 1.32595097e-16
 8.78208136e-01 1.39944665e-17 0.00000000e+00]"	6.397679090499878
